"Trimestre","Unidade da Federação","Nível de instrução","Variável","Valor"
"1º trimestre 2015","Goiás","Ensino superior completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","6040"
"1º trimestre 2015","Goiás","Não determinado","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","-"
"1º trimestre 2015","Distrito Federal","Total","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","5423"
"1º trimestre 2015","Distrito Federal","Sem instrução e menos de 1 ano de estudo","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2067"
"1º trimestre 2015","Distrito Federal","Ensino fundamental incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1981"
"1º trimestre 2015","Distrito Federal","Ensino fundamental completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2278"
"1º trimestre 2015","Distrito Federal","Ensino médio incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2407"
"1º trimestre 2015","Distrito Federal","Ensino médio completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","3275"
"1º trimestre 2015","Distrito Federal","Ensino superior incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","3579"
"1º trimestre 2015","Distrito Federal","Ensino superior completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","11167"
"1º trimestre 2015","Distrito Federal","Não determinado","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","-"
"2º trimestre 2015","Rondônia","Total","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2440"
"2º trimestre 2015","Rondônia","Sem instrução e menos de 1 ano de estudo","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1593"
"2º trimestre 2015","Rondônia","Ensino fundamental incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1900"
"2º trimestre 2015","Rondônia","Ensino fundamental completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1951"
"2º trimestre 2015","Rondônia","Ensino médio incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1786"
"2º trimestre 2015","Rondônia","Ensino médio completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2488"
"2º trimestre 2015","Rondônia","Ensino superior incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2374"
"2º trimestre 2015","Rondônia","Ensino superior completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","4992"
"2º trimestre 2015","Rondônia","Não determinado","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","-"
"2º trimestre 2015","Acre","Total","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2483"
"2º trimestre 2015","Acre","Sem instrução e menos de 1 ano de estudo","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1230"
"2º trimestre 2015","Acre","Ensino fundamental incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1570"
"2º trimestre 2015","Acre","Ensino fundamental completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1966"
"2º trimestre 2015","Acre","Ensino médio incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1610"
"2º trimestre 2015","Acre","Ensino médio completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2179"
"2º trimestre 2015","Acre","Ensino superior incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2441"
"2º trimestre 2015","Acre","Ensino superior completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","5932"
"2º trimestre 2015","Acre","Não determinado","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","-"
"2º trimestre 2015","Amazonas","Total","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2465"
"2º trimestre 2015","Amazonas","Sem instrução e menos de 1 ano de estudo","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1407"
"2º trimestre 2015","Amazonas","Ensino fundamental incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1363"
"2º trimestre 2015","Amazonas","Ensino fundamental completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1732"
"2º trimestre 2015","Amazonas","Ensino médio incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1534"
"2º trimestre 2015","Amazonas","Ensino médio completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2196"
"2º trimestre 2015","Amazonas","Ensino superior incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2847"
"2º trimestre 2015","Amazonas","Ensino superior completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","6451"
"2º trimestre 2015","Amazonas","Não determinado","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","-"
"2º trimestre 2015","Roraima","Total","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2880"
"2º trimestre 2015","Roraima","Sem instrução e menos de 1 ano de estudo","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1091"
"2º trimestre 2015","Roraima","Ensino fundamental incompleto ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","1666"
"2º trimestre 2015","Roraima","Ensino fundamental completo ou equivalente","Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal (Reais)","2211"
